FOODID;FOODNAME;LANG
29070;Energiajuoma, vitaminoitu;FI
29089;Jogurtti, juotava, rasvaa 0,1 %;FI
29091;Kahvi, cappuccino, makeuttamaton, rasvaton maito;FI
29128;Viili, maustamaton, rasvaton;FI
29135;Siideri, kuiva, 4,7 til% alkoholia;FI
29150;Mehu, mehujuoma, puolukka, laimennettu;FI
29155;Kaakaorasva;FI
29156;Suklaa, valkoinen, valkosuklaa;FI
29159;Margariini 40%, teollinen tuotekeskiarvo;FI
29160;Kananmuna, kuorineen punnittu;FI
29207;Silakkafilee;FI
29208;Kuskus;FI
29210;Maito, kevytmaito, ei lisätty d-vitamiinia, luomu;FI
29211;Maito, rasvaton, ei lisätty d-vitamiinia, luomu;FI
29212;Piimä, rasvaton, ei lisätty d-vitamiinia, luomu;FI
29215;Mehu, mehujuoma, c-vitamiinia;FI
29217;Kangasrousku;FI
29228;Juusto, fetajuusto, vuohenmaito, öljyssä;FI
29237;Lese, ruislese;FI
29239;Juusto, mozzarella, rasvaa 20 %, tuorejuusto;FI
29409;Margariini 60%, becel laktoositon;FI
29410;Herkkutatti;FI
29412;Äidinmaidonkorvike, jauhe, tuotekeskiarvo;FI
29413;Äidinmaidonkorvike, käyttövalmis, tuotekeskiarvo;FI
29496;Makaroni, gluteeniton;FI
29499;Jauho, jauhoseos, luontaisesti gluteeniton, riisi-maissi-peruna;FI
29501;Tonikki, tonic vesi;FI
29685;Täysmehu, luumutäysmehu;FI
29687;Makeinen, salmiakkimakeinen;FI
29819;Piimä, gefilus-piimä, rasvaton, d-vit 1 ug, probiootteja;FI
29822;Jauho, maissijauho, karkea, polentajauho;FI
29823;Jauho, maissijauho, hienoksi jauhettu;FI
29975;Ateriankorvike, proteiinijuomajauhe, herbalife formula 1, 35 % proteiinia;FI
30051;Täysksylitolipastilli;FI
30187;Maissinaksu, suolaton;FI
30190;Jauho, kaurajauho;FI
30193;Pasta, moniviljapasta, vehnä, ruis, ohra;FI
30194;Urheilujuoma, hiilihydraattijuoma, powerade, gatorade;FI
30207;Soijajuoma, kalsiumia;FI
30208;Kaurajuoma, maidoton, lisätty kalsiumia;FI
30209;Kaurajuoma, maidoton, lisätty kalsiumia ja vitamiineja;FI
30210;Kaurajuoma, maidoton, oat drink;FI
30212;Riisijuoma, lisätty kalsiumia;FI
30214;Vesikastanja;FI
30221;Riisi-kauraseos;FI
30223;Bataatti, kuorittu;FI
30224;Virvoitusjuoma, kolajuoma light, keinotekoisesti makeutettu;FI
30265;Broilerin siipi, nahkoineen;FI
30268;Broilerin siipi, nahaton;FI
30271;Broilerin siipi, marinoitu, raaka;FI
30273;Leikkelemakkara, kinkkumakkara, rasvaa 16 %;FI
30274;Leikkelemakkara, balkanmakkara, rasvaa 21,5 %;FI
30275;Leikkelemakkara, goutermakkara, rasvaa 13,8 %;FI
30278;Muikkusäilyke, tomaattikastikkeessa;FI
30279;Leikkelemakkara, lauantaimakkara, kevyt, maitoproteiinia, rasvaa 14 %;FI
30281;Nakki, juustoinen;FI
30292;Lenkkimakkara, juustoinen;FI
30294;Leikkelemakkara, vähäsuolainen, rasvaa 3,5 %;FI
30295;Leikkelemakkara, balkanmakkara, kevyt, rasvaa 10 %;FI
30305;Meetvursti, kevyt, rasvaa 15 %;FI
30306;Meetvursti;FI
30310;Sulatejuusto, rasvaa 5 %, vähärasvainen;FI
30317;Nakki, tuotekeskiarvo;FI
30318;Lenkkimakkara, keskiarvo;FI
30319;Leikkelemakkara, jahtimakkara, rasvaa 17 %, tuotekeskiarvo;FI
30321;Grillimakkara, kevyt, tuotekeskiarvo;FI
30322;Ryynimakkara, tuotekeskiarvo;FI
30324;Lenkkimakkara, kevyt, tuotekeskiarvo;FI
30325;Nakki, kevyt, tuotekeskiarvo;FI
30369;Raakamakkara, siskonmakkara;FI
30370;Grillimakkara, juustoinen, lihaisa;FI
30371;Makkara, verimakkara, mustamakkara;FI
30372;Maksamakkara, maksapasteija, keskiarvo;FI
30373;Maksamakkara, maksapasteija, kevyt, keskiarvo;FI
30374;Grillimakkara, juustoinen;FI
30380;Tee, jäätee;FI
30388;Mehu, mehujuoma, osittain keinotekoisesti makeutettu;FI
30390;Mehu, mehujuoma, kevyt, osittain keinotekoisesti makeutettu;FI
30391;Täysmehu, päärynätäysmehu;FI
30392;Mehu, mehujuoma;FI
30394;Mehujuomatiiviste, keskiarvo;FI
30395;Täysmehu, karpalo-puolukkatäysmehu;FI
30396;Mehu, mehujuoma, sokeriton, keinotekoisesti makeutettu;FI
30402;Juusto, puolikova juusto, rasvaa 5 %, turunmaa;FI
30406;Raejuusto, rasvaa 2-5 %, laktoositon;FI
30423;Maito, rasvaton, laktoositon maitojuoma, d-vitamiinia 1 ug;FI
30428;Juusto, sinihomejuusto, rasvaa 17 %, aura;FI
30429;Juusto, valkohomejuusto, rasvaa 16 %, camembert/brie;FI
30430;Siideri, kuiva, 5,5 til% alkoholia;FI
30432;Siiderijuoma, 0,7 til% alkoholia;FI
30440;Riisisuklaa;FI
30443;Tuorejuusto, rasvaa 15 %, maustettu, creme bonjour light;FI
30444;Tomaatti, aurinkokuivattu, öljyssä;FI
30449;Viili, maustamaton, rasvaa 1 %, ykkösviili, vl;FI
30450;Viili, maustettu, rasvaa 2 %, vl;FI
30451;Kivennäisvesi, fruktoosilla makeutettu;FI
30452;Jogurtti, juotava, rasvaa 0,1 %, vl;FI
30454;Kermaviili, rasvaa 6 %, vl;FI
30455;Kermaviili, rasvaa 3,5 % ,vl;FI
30456;Jogurtti, maustettu, rasvaa 2 %, vl, d-vit 0,5 ug;FI
30462;Jogurtti, maustettu, rasvaa 1,5 %, vl;FI
30464;Jogurtti, maustettu, rasvaton, laktoositon;FI
30570;Maltodekstriini;FI
30572;Grillimakkara, tuotekeskiarvo;FI
30573;Grillimakkara, lihaisa, tuotekeskiarvo;FI
30574;Mehu, höyrymehu, mustaherukka, laimentamaton, sokeriton;FI
30575;Mehu, höyrymehu, mustaherukka, laimennettu, sokeriton;FI
30576;Mehu, gefilus, probiootteja, tuotekeskiarvo;FI
30606;Täysmehu, c-vitamiinia, d-vitamiinia, probiootteja;FI
30607;Mehu, mehujuoma, kuitua;FI
30608;Jogurtti, maustettu hillolla, rasvaton;FI
30610;Voi, vähäsuolainen;FI
30612;Kasvirasvalevite 30%, keiju kevyt;FI
30616;Margariini 40%, rainbow/pirkka;FI
30617;Kasvirasvalevite 70%, keiju laktoositon, d-vit 20 ug;FI
30619;Margariini 60%, keiju normaalisuolainen, d-vit 20 ug;FI
30621;Margariini 40%, keiju kevyt laktoositon, d-vit 20 ug;FI
30629;Margariini 60%, kultarypsi;FI
30631;Margariini 60%, teollinen tuotekeskiarvo;FI
30633;Mehujuomatiiviste, vitaminoitu;FI
30636;Siideri, kevyt, 4,7 til% alkoholia;FI
30638;Gin long drink, kevyt 4,7 til%;FI
30641;Kananmuna, omega, kuoreton;FI
30646;Ruoanvalmistuskerma, rasvaa 5 %, vl;FI
30665;Ateriankorvike, proteiinipatukka, keskiarvo, n. 30 % proteiinia;FI
30673;Rahka, maustettu, rasvaa 3,5 %;FI
30792;Broileri, koipi-reisi, nahaton;FI
30914;Fenkoli, salaattifenkoli;FI
30925;Majoneesi, rasvaa 80 %;FI
30926;Majoneesi, rasvaton;FI
30968;Pinjansiemen;FI
30991;Pellavansiemen, kokonainen;FI
31139;Pasta, vehnänalkiopasta;FI
31144;Sianlihasuikale, marinoitu, raaka;FI
31145;Naudanlihasuikale, marinoitu, raaka;FI
31160;Ruokasooda;FI
31174;Pasta, tumma proteiinipasta;FI
31175;Kvinoa, siemen;FI
31211;Kurpitsansiemen;FI
31212;Pähkinä, pistaasipähkinä;FI
31213;Papu, mungopapu, keitetty;FI
31214;Papu, kidneypapu, keitetty;FI
31216;Papu, adukipapu, kuivattu;FI
31217;Papu, adukipapu, keitetty, suolaton;FI
31218;Kikherne, kuivattu;FI
31219;Linssi, punainen, kuivattu;FI
31225;Linssi, punainen, keitetty;FI
31226;Jauho, spelttijauho, täysjyvä;FI
31229;Jäätelö, soijajäätelöpuikko, suklaakuorrute;FI
31231;Soijavalmiste, vaihtoehto kermalle, rasvaa 17,5 %;FI
31233;Papu, härkäpapu, keitetty;FI
31246;Soijajuoma, vitaminoitu;FI
31247;Soijajuoma, ei lisättyä sokeria;FI
31248;Soijajuoma, suklaa, vitaminoitu;FI
31252;Riisikakku, riisikeksi;FI
31253;Riisi-maissikakku;FI
31254;Suklaarusina;FI
31256;Pasta, tuorepasta, kananmunaa;FI
31457;Puolukkahillo;FI
31459;Omenahillo;FI
31482;Makaroni, pasta, kananmunaa;FI
31487;Maitojauhe, rasvaton, vl, d-vitamiinia 5 ug;FI
31488;Maitojauhe, rasvaton, laktoositon, d-vitamiinia 5 ug;FI
31495;Pellavaöljy;FI
31496;Maitojauhe, rasvaton, d-vitamiinia 5 ug;FI
31497;Maitojauhe, rasvaton, vl;FI
31498;Maitojauhe, rasvaton, laktoositon;FI
31504;Rasvaseoslevite 70%;FI
31505;Rasvaseoslevite 75%, laktoositon;FI
31506;Rasvaseos 40%, vl;FI
31508;Rasvaseos, juokseva, 80%, keskiarvo;FI
31511;Jogurtti, maustettu, rasvaa noin 4 %, laktoositon;FI
31518;Jäätelö, jogurttijäätelö, rasvaa 9 %;FI
31525;Soijavälipala, alpro, hapatettu, maustamaton, rasvaa 2,3 %, kalsium, vitaminoitu;FI
31530;Voi, laktoositon;FI
31532;Jauho, jauhoseos, tumma, luontaisesti gluteeniton;FI
31534;Jauho, jauhoseos, gluteeniton, vehnätärkkelystä, vitaminoitu, maito;FI
31536;Kalapuikko, lohi, kypsentämätön;FI
31537;Pasta, täysjyväriisijauho, luontaisesti gluteeniton;FI
31538;Aprikoosisose, sokeriton, c-vitaminoitu;FI
31539;Marjasose, sokeriton, c-vitaminoitu;FI
31544;Jauho, jauhoseos, vaalea, luontaisesti gluteeniton;FI
31545;Ketsuppi, vähemmän suolaa ja sokeria, felix;FI
31550;Jauho, jauhoseos, vaalea, gluteeniton, vehnätärkkelys, maitojauhe;FI
31552;Guava;FI
31553;Maito, kevytmaito, laktoositon maitojuoma, ei lisätty d-vitamiinia, luomu;FI
31555;Granaattiomena, kuorittu;FI
31557;Chili, vihreä, tuore;FI
31675;Pasta, spagetti, makaroni, luontaisesti gluteeniton;FI
31677;Pasta, spagetti, luontaisesti gluteeniton, kananmunaa;FI
31679;Pasta, kuitupitoinen, luontaisesti gluteeniton;FI
31683;Jauho, jauhoseos, gluteeniton, vehnätärkkelystä, vitaminoitu;FI
31692;Jauho, korppujauho, luontaisesti gluteeniton;FI
31888;Maito, rasvaton, valio plus, d-vitamiinia 2 ug;FI
31891;Maito, täysmaito, vl, d-vitamiinia 1 ug;FI
31894;Maito, kahvimaito, rasvaa 2 %, laktoositon, d-vitamiinia 1ug;FI
31900;Piimä, rasvaton, laktoositon, d-vit 1 ug;FI
31947;Kauravalmiste, hapatettu, marja-hedelmä, yosa smoothie, probiootteja;FI
31956;Rahka, maustettu, rasvaton, keinotekoisesti makeutettu;FI
31959;Ruoanvalmistuskerma, maustettu, kolmen juuston, rasvaa 10 % , vl;FI
31966;Kerma, kuohukerma, kasvirasvakerma, flora kuohu, rasvaa 26 %;FI
31968;Jäätelö, kermajäätelö, laktoositon;FI
31969;Jäätelö, kermajäätelö, vl;FI
31970;Jäätelö, kermajäätelöä ja keksiä, puffet;FI
31971;Jäätelö, kevyt, rasvaa 4,5 %;FI
31972;Jäätelö, kermajäätelö, maustettu, carte d'or stracciatella;FI
31990;Jäätelö, kermajäätelö, maustettu, carte d'or mascarpone;FI
31991;Sorbetti, vadelmasorbetti, teollinen;FI
31994;Jäätelö, soijajäätelötuutti, gluteeniton;FI
31996;Jäätelö, riisijäätelö;FI
31997;Jäätelö, jogurttijäätelö, rasvaa 4 %;FI
32000;Jäätelö, kermajäätelöpuikko, suklaa- ja kinuskikuorrute;FI
32001;Jäätelö, kermajäätelö, maustettu, aino kermainen karamelli;FI
32002;Rahka, maustettu, rasvaa 2,9 %;FI
32004;Soijavalmiste, vaihtoehto kermalle, kevyt, rasvaa 5,2 %;FI
32005;Kauravalmiste, vaihtoehto kermalle, kevyt, rasvaa 7 %;FI
32006;Riisivalmiste, vaihtoehto kermalle, kasvirasvavalmiste, rasvaa 7 %,;FI
32007;Riisijuoma, lisätty kalsiumia ja d-vitamiinia;FI
32008;Soijajuoma, alpro kevyt, kalsiumia ja vitamiineja;FI
32010;Jäätelö, kermajäätelö, jätskivene;FI
32062;Jogurtti, maustettu, rasvaa 2 %, d-vit 0,5 ug;FI
32067;Jogurtti, maustettu, rasvaton, keinotekoisesti makeutettu, d-vit 0,5 ug;FI
32080;Jogurtti, maustettu, vitalinea, rasvaton, d-vit 0,75 ug;FI
32084;Jogurtti, maustettu, rasvaa 2 %, laktoositon, d-vit 0,5 ug;FI
32085;Jogurtti, maustettu, a+, rasvaa 2 %, vl, d-vit 1 ug;FI
32088;Jogurtti, maustamaton, bulgarian, rasvaa 3,5 %, d-vit 1 ug;FI
32101;Majoneesi, kurkkumajoneesi, hampurilaiskastike, hesburger;FI
32136;Jogurtti, maustamaton, activia, rasvaa 3,4 %, probiootteja;FI
32142;Jogurtti, maustettu hillolla, rasvaa 2 %, vl, d-vit 1 ug;FI
32145;Jogurtti, maustettu, a+, rasvaton, vl, d-vit 1 ug;FI
32153;Bearnaisekastikejauhe, kastikeainekset, knorr;FI
32163;Bearnaisekastikejauhe, kastikeainekset, campbell's/blå band;FI
32172;Soijavälipala, alpro, hapatettu, maustettu, rasvaa 2 %, kalsiumia, vitaminoitu;FI
32175;Hollandaisekastikejauhe, kastikeainekset, campbell's/blå band;FI
32177;Salaatinkastike, thousand island, kevyt, felix, rypsiöljypohjainen, rasvaa 15 %;FI
32178;Salaatinkastike, ranskalainen, saarioinen, rypsiöljypohjainen, rasvaa 47 %;FI
32179;Salaatinkastike, kartanon, kevyt, saarioinen, rypsiöljypohjainen, rasvaa 23 %;FI
32189;Viili, maustettu, rasvaa 2 %, d-vitamiinia 1 ug;FI
32191;Nakki, broilernakki, atria;FI
32195;Nakki, broilernakki, hk;FI
32197;Nakki, kevyt kalkkunanakki, atria;FI
32198;Kokolihaleikkele, ohut 100 % broilerinfilee, hk, rasvaa 1,9 %;FI
32201;Jogurtti, turkkilainen/kreikkalainen, rasvaa 10 %;FI
32257;Kokolihaleikkele, ohuen ohut broilerin fileeleike, hk, rasvaa 2 %;FI
32301;Margariini 60%, flora normaalisuolainen;FI
32308;Margariini 60%, flora laktoositon;FI
32341;Margariini 60%, flora reilusti suolattu;FI
32343;Kasvirasvalevite 38%, becel kevyt;FI
32344;Kasviöljyvalmiste, juokseva, 82%, flora culinesse;FI
32348;Kasviöljyvalmiste, juokseva, 82%, becel;FI
32350;Kasvirasvalevite 38%, becel kevyt oliivi;FI
32354;Kasviöljyvalmiste, juokseva, 80%, keiju rypsi;FI
32357;Munkinpaistorasva 100 %, sunnuntai;FI
32360;Margariini 60%, benecol laktoositon;FI
32367;Muksu soijajuoma 1-3 v, leikki-ikäiselle;FI
32381;Spagettikastikejauhe, kastikeainekset, knorr;FI
32385;Raejuusto, rasvaa 1,5 %;FI
32386;Ateriakastike, tikka masala, uncle ben's, valmiskastike;FI
32403;Dippikastikejauhe, sisältää maitoa, kastikeainekset;FI
32404;Dippikastikejauhe, maidoton, kastikeainekset;FI
32407;Meetvursti, ultrakevyt, rasvaa 9 %;FI
32409;Kokolihaleikkele, korppukinkku, rasvaa 3 %;FI
32416;Marjajuoma, proviva, keskiarvo, probiootteja;FI
32417;Hedelmäjuoma, mango, proviva, probiootteja;FI
32418;Kauravalmiste, hapatettu, marja-hedelmä, yosa, keskiarvo, probiootteja;FI
32423;Välipalajuoma, tehojuoma, hedelmäinen, rainbow, probiootteja;FI
32424;Välipalajuoma, tehojuoma, marjainen, rainbow, probiootteja;FI
32431;Kasviöljyvalmiste, juokseva, 80%, sunnuntai, rypsiöljy;FI
32449;Välipalapatukka, jogurttinen myslipatukka;FI
32450;Välipalapatukka, täysjyväviljainen myslipatukka;FI
32451;Välipalapatukka, marjaisa myslipatukka;FI
32452;Välipalapatukka, hedelmäinen myslipatukka;FI
32455;Verigreippi, kuorittu;FI
32456;Latva-artisokka;FI
32464;Pähkinä, parapähkinä;FI
32478;Ateriakastike, hapanimelä, sweet & sour, uncle ben's, valmiskastike;FI
32480;Salaatinkastike, kartanon, saarioinen, rypsiöljypohjainen, rasvaa 39 %;FI
32482;Salaatinkastike, talon-, felix, rypsiöljypohjainen, rasvaa 20 %;FI
32483;Salaatinkastike, kreikkalainen-, felix, rypsiöljypohjainen, rasvaa 25 %;FI
32485;Salaatinkastike, hunaja-sinappi, felix, rypsiöljypohjainen, rasvaa 36 %;FI
32502;Makeinen, dumle, fazer, maitosuklaalla kuorrutettu toffee;FI
32503;Makeinen, maitosuklaarae, m&m's/amerikan pastilli;FI
32509;Suklaa, suklaapatukka, twix, keksiä ja toffeeta;FI
32540;Glögijuoma, alkoholiton;FI
32553;Kasviöljyvalmiste, juokseva, 80 %, tuotekeskiarvo;FI
32562;Kauravalmiste, hapatettu, maustamaton, yosa naturell, d-vitamiinia, probiootteja;FI
32568;Rasvaseoslevite 75%, d-vitamiinia 10 ug;FI
32570;Neljänviljanhiutale, riihikosken vehnämylly;FI
32592;Piimä, kirnupiimä, rasvaa 0,3 %, d-vit 0,5 ug;FI
32593;Piimä, rasvaton, d-vit 0,5 ug;FI
32594;Piimä, rasvaton, vl, d-vit 0,5 ug;FI
32595;Piimä, rasvaton, laktoositon, d-vit 0,5 ug;FI
32596;Jogurtti, maustettu, rasvaton, osittain keinotek. makeutettu, d-vit 1 ug, vl;FI
32597;Jogurtti, maustettu, rasvaton, laktoositon, keinotekoisesti makeutettu,d-vit 1ug;FI
32598;Jogurtti, maustamaton, rasvaton;FI
32599;Jogurtti, maustettu, rasvaa 2 %, d-vit 1 ug;FI
32600;Jogurtti, juotava, danonino dino, rasvaa 1,6 %, d-vitamiinia 0,9 ug;FI
32602;Raakamakkara, grilliwurst chorizo, saarioinen;FI
32619;Ateriankorvike, shake, valmisjuoma, naturdiet;FI
32622;Ateriankorvike, smoothie, valmisjuoma, naturdiet;FI
32623;Ateriankorvike, drinkmix, juomajauhe, naturdiet;FI
32625;Ateriankorvike, suklaapatukka, naturdiet;FI
32626;Ateriankorvike, karamellipatukka, naturdiet;FI
32627;Ateriankorvike, tummasuklaapatukka, naturdiet;FI
32628;Ateriankorvike, smoothie, juomajauhe, easy diet;FI
32630;Ateriankorvike, keittojauhe, parsa/kala/kana/sieni, easy diet;FI
32632;Ateriankorvike, keittojauhe, tomaatti/texmex/thai, easy diet;FI
32636;Ateriankorvike, smoothie, juomajauhe, nutrifast;FI
32638;Ateriankorvike, pirtelö, juomajauhe, allevo;FI
32640;Ateriankorvike, smoothie, juomajauhe, allevo;FI
32642;Ateriankorvike, keittojauhe, peruna/purjo, allevo;FI
32644;Ateriankorvike, keittojauhe, parsakaali/basilika/couscous, allevo;FI
32646;Ateriankorvike, low calorie juoma, allevo;FI
32647;Ateriankorvike, low calorie patukka, allevo;FI
32648;Ateriankorvike, keittojauhe, nutrilett;FI
32650;Ateriankorvike, hunger control, valmisjuoma, nutrilett;FI
32651;Ateriankorvike, pirtelö, juomajauhe, nutrilett;FI
32653;Ateriankorvike, hot and cold mocca, juomajauhe, nutrilett;FI
32655;Ateriankorvike, hunger control, patukka, nutrilett;FI
32656;Ateriankorvike, patukka, tuotekeskiarvo;FI
32657;Ateriankorvike, keittojauhe, tuotekeskiarvo;FI
32659;Ateriankorvike, pirtelö, juomajauhe, tuotekeskiarvo;FI
32661;Ateriankorvike, smoothie, juomajauhe, tuotekeskiarvo;FI
32664;Rasvaseoslevite 75%, oivariini, normaalisuolainen, vl;FI
32666;Rasvaseoslevite 75%, oivariini, voimakassuolainen, vl;FI
32667;Ateriankorvike, proteiinijuomajauhe, gnld, 49 % proteiinia;FI
32669;Rasvaseos 60%, oivariini, vähärasvaisempi, vl;FI
32670;Rasvaseoslevite 75%, oivariini, laktoositon;FI
32671;Rasvaseoslevite 43%, ingmariini, vl;FI
32672;Rasvaseoslevite 82%, ingmariini merisuola, vl;FI
32673;Rasvaseoslevite 75%, ingmariini, normaalisuolainen, vl;FI
32675;Ateriankorvike, proteiinijuomajauhe, nutrishake, gnld, 55 % proteiinia;FI
32676;Rasvaseoslevite 57%, ingmariini, vähärasvaisempi, vl;FI
32678;Soija-ruusunmarja-pellava-valmiste, femisoya;FI
32679;Soija-ruusunmarja-pellava-inuliinivalmiste, femisoya plus;FI
32680;Soija-marja-pellava-ruis-jauheseos, berrysoya;FI
32694;Jauheliha, sika-nauta, kevyt, vähärasvainen, rasvaa 7 %;FI
32695;Makeinen, marianne, fazer, piparminttusuklaakaramelli;FI
32699;Makeinen, suffeli puffi snacks, fazer, erittäin vähägluteeninen;FI
32700;Välipalapatukka, suklainen myslipatukka;FI
32701;Jäätelö, pehmytjäätelö, ei vohvelia;FI
32702;Jäätelö, soijajäätelö, tofuline, vanilja;FI
32703;Suklaa-pähkinälevite;FI
32704;Jauheliha, naudanpaisti, rasvaa 9 %;FI
32705;Jäätelö, kasvirasvajäätelö;FI
32708;Kermavaahtospray, teollinen;FI
32709;Margariini, talousmargariini 80 %, keskiarvo, leivontaan ja ruoanlaittoon;FI
32710;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 4 %, vl;FI
32716;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 5 %, vl;FI
32721;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 7 %, vl;FI
32722;Raakamakkara, rypsiporsas kabanossi, keskiarvo, hk;FI
32724;Raakamakkara, chorizo, kotitekoinen;FI
32731;Nuudeli, täysjyvävehnä;FI
32733;Kinder yllätysmuna;FI
32734;Soijajuoma, alpro kalsiumsoijajuoma, sokeri, kalsiumia, vitamiineja;FI
32735;Jogurtti, maustamaton, a+, rasvaa 2,5 %, vl, d-vit 1 ug;FI
32737;Piimä, ab-piimä, rasvaa 2,5 %, d-vit 1 ug, probiootteja;FI
32739;Siiderijuoma, pear, alkoholiton siideri, 0,02 til% alkoholia, rainbow;FI
32740;Olut, alkoholiton olut, nikolai, 0,0 til% alkoholia, sinebrychoff;FI
32744;Luumumarmeladi, luumuhillo;FI
32745;Energiajuoma, vitaminoitu, osittain keinotekoisesti makeutettu;FI
32746;Energiajuoma, vitaminoitu, keinotekoisesti makeutettu;FI
32758;Soijajuoma, alpro luomu;FI
32770;Kivennäisvesi, novelle plus, sinkkiä ja e-vitamiinia, fruktoosia, hartwall;FI
32771;Kivennäisvesi, novelle plus, kalsiumia, hartwall;FI
32772;Kivennäisvesi, novelle plus, c-vitamiinia ja magnesiumia, hartwall;FI
32773;Kivennäisvesi, novelle friss, keskiarvo, fruktoosia, hartwall;FI
32774;Kaurajuoma, nalle suklaakaurajuoma, lisätty kalsiumia ja d-vitamiinia;FI
32778;Leikkelemakkara, lauantaimakkara, keskiarvo, rasvaa 18 %;FI
32779;Leikkelemakkara, lauantaimakkara, maitoproteiinia, rasvaa 19 %;FI
32780;Leikkelemakkara, lauantaimakkara, soijaproteiinia, rasvaa 19 %;FI
32783;Kaurajuoma, rainbow, lisätty kalsiumia ja vitamiineja;FI
32784;Leikkelemakkara, lauantaimakkara, kevyt, keskiarvo, rasvaa 10 %;FI
32786;Leikkelemakkara, lauantaimakkara, rasvaa 17%, tuotekeskiarvo;FI
32787;Riisijuoma, rice dream suklaa, lisätty kalsiumia;FI
32790;Riisijuoma, rice dream hasselpähkinä-manteli;FI
32795;Grillimakkara, ultrakevyt, maidoton, rasvaa 7 %;FI
32796;Grillimakkara, soijaproteiinia, keskiarvo;FI
32800;Jäätelö, riisijäätelö, r-ice vanilja-suklaatuutti, gluteeniton, ingman;FI
32802;Jäätelö, riisijäätelö, r-ice vanilja, ingman;FI
32804;Jäätelö, kevyt, vanilja-mansikka, ingman, keinotekoisesti makeutettu;FI
32885;Kaurajuoma, nordic, maustamaton, lisätty kalsiumia ja d-vitamiinia;FI
32887;Riisijuoma, nordic, lisätty kalsiumia ja d-vitamiinia;FI
32892;Hedelmäjuoma, hyvää päivää, karpalo, osittain keinotekoisesti makeutettu;FI
32893;Hedelmäjuoma, hyvää päivää, sitrus, osittain keinotek. makeutettu, vitaminoitu;FI
32894;Hedelmäjuoma, hyvää päivää, fruktoosi, vitaminoitu;FI
32895;Pähkinä, australianpähkinä, macadamiapähkinä;FI
32897;Energiajuoma, energiavesi, teho, olvi, vitaminoitu;FI
32925;Juusto, vuohenjuusto, chèvre, rasvaa 30 %;FI
32931;Juusto, vuohenjuusto, chèvre, rasvaa 30 %, paistettu;FI
33020;Maustekastike, sweet chili sauce, makea chilikastike;FI
33021;Maustetahna, currytahna, mieto, tikka masala;FI
33022;Maustetahna, inkivääritahna;FI
33023;Inkivääri, juurakko, raaka;FI
33024;Inkivääri, säilötty;FI
33038;Sharon, kaki, persimon;FI
33042;Jogurtti, maustamaton, a+, rasvaa 4 %, laktoositon, d-vit 1 ug;FI
33047;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 13 %, vl;FI
33048;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 7 %;FI
33049;Ruoanvalmistuskerma, kasvirasvakerma, rasvaa 4 %;FI
33060;Papaija, kuivattu;FI
33065;Mango, kuivattu;FI
33067;Erikoishedelmä, eksoottinen, keskiarvo, mango/papaija, kuivattu;FI
33070;Viikuna, kuivattu;FI
33077;Ananas, kuivattu;FI
33091;Avokadoöljy;FI
33095;Pähkinä, pekaanipähkinä;FI
33097;Grillimakkara, bratwursti;FI
33102;Pähkinä, hunajapaahdettu maapähkinä;FI
33103;Jogurtti, maustettu, valio olo, rasvaa 2,7 %, eila, d-vit 1 ug, probiootteja;FI
33111;Maito, täysmaito, rasvaa 3 %, laktoositon maitojuoma, d-vitamiinia 1 ug;FI
33116;Juusto, salaattijuusto, rasvaa 2-5 %, lehmänmaito, suolaliemessä;FI
33117;Piimä, rasvaton, valio plus, vl, d-vit 2 ug;FI
33118;Juusto, salaattijuusto, rasvaa 6-8 %, lehmänmaito, suolaliemessä;FI
33119;Juusto, salaattijuusto, rasvaa 9-11 %, lehmänmaito, suolaliemessä;FI
33120;Juusto, salaattijuusto, rasvaa 22 %, lehmänmaito, öljyssä;FI
33121;Hampunsiemen, kokonainen;FI
33122;Soijajuoma, alpro maustamaton, kalsiumia ja vitamiineja;FI
33124;Soijajuoma, rainbow, kalsiumia ja vitamiineja;FI
33125;Soijajuoma, pirkka luomu maustamaton, kalsiumia;FI
33128;Pähkinä, chilipähkinä;FI
33129;Jogurtti, lohkeava luonnonjogurtti, rasvaa 5,5 %, laktoositon;FI
33130;Pähkinä, cashewpähkinä, suolattu;FI
33131;Pähkinä, pistaasipähkinä, suolattu;FI
33132;Soijajuoma, gogreen maustamaton, kalsiumia;FI
33133;Soijajuoma, gogreen original, kalsiumia;FI
33134;Soijajuoma, pirkka luomu suklaanmakuinen, kalsiumia;FI
33135;Soijajuoma, rainbow luomu;FI
33136;Soijajuoma, nordic, kalsiumia ja d-vitamiinia;FI
33137;Soijajuoma, alpro kevyt suklaajuoma, kalsiumia ja vitamiineja;FI
33138;Soijajuoma, alpro suklaa, kalsiumia ja vitamiineja;FI
33139;Soijajuoma, soywell soya drink, lidl, kalsiumia ja vitamiineja;FI
33142;Jogurtti, maustettu, rasvaton, laktoositon, d-vit 1 ug;FI
33147;Rahka, maustettu, danonino, rasvaa 2,9 %, d-vitamiinia 1,25 ug;FI
33150;Jogurtti, maustettu, lohkeava, rasvaa 4,6 %, laktoositon;FI
33151;Merisuola, jodioimaton;FI
