FOODID;FOODNAME;LANG
34605;Yoghurt, flavoured, valio a+ kreikkalainen kerrosjogurtti, 2% fat, lactose-free;EN
34606;Yoghurt, drinkable, 1.7% fat, valio play, lactose-free, 1.5 ug vitamin d;EN
34607;Yoghurt with quark, flavoured, valio, 1.7% fat, low-lactose;EN
34608;Yoghurt, drinkable, valio yoghurt with quark, 1.2% fat, 1 ug vitamin d;EN
34609;Yoghurt, flavoured, valio olo 70, 0.8% fat, 1 ug vitamin d, probiotics;EN
34611;Yoghurt, plain, greek, 7% fat, lactose-free;EN
34612;Gefilus drink, effect drink, fat-free, lactose-free, vitamin d, probiotics;EN
34613;Yoghurt, drinkable, gefilus smoothie, 1.4% fat, lactose-free, 1 ug vitamin d;EN
34614;Gefilus kefir drink, 2% fat, lactose-free, 1 ug vitamin d, probiotics;EN
34615;Gefilus kefir drink, plain, fat 2.5%, 1 ug vitamin d, lactose-free, probiotics;EN
34616;Yoghurt, flavoured, 2.7% fat, gefilus kefir, lactose-free,1.5ug vitamin d, prob.;EN
34618;Yoghurt, drinkable, 2% fat, valio greek, lactose-free, 1 ug vitamin d;EN
34619;Yoghurt, flavoured, valio greek, 4.7% fat, lactose-free;EN
34620;Yoghurt, flavoured, valio greek, 6% fat, lactose-free;EN
34621;Yoghurt, flavoured, 3.3% fat, valio fruity, lactose-free, probiotics;EN
34625;Yoghurt, flavoured, 2% fat, -30% sugar, organic, lactose-free;EN
34626;Yoghurt, flavoured, 2% fat, -50% sugar, organic, lactose-free;EN
34630;Yoghurt, plain, a+, fat 2.5%, lactose-free, 1 ug vitamin d;EN
34631;Yoghurt, flavoured, a+ without additives, 3% fat, lactose-free;EN
34634;Yoghurt, plain, a+ greek, 2 % fat, lactose-free;EN
34635;Yoghurt, turkish/greek, 10% fat, lactose-free;EN
34636;Yoghurt, plain, 2,5 % fat, organic, lactose-free;EN
34637;Yoghurt with quark, flavoured, arla, 1.4% fat, 0,4 ug vitamin d, lactose-free;EN
34638;Yoghurt, plain, organic, 3% fat;EN
34639;Yoghurt, flavoured, 2% fat, arla luonto+ honey, 1ug vitamin d, prob,lactose-free;EN
34640;Yoghurt, flavoured, 2% fat, arla luonto+, 1 ug vitamin d, ab, lactose-free;EN
34641;Yoghurt, flavoured, 1,9% fat, arla luonto+, 0,8ug vitamin d, prob., lactose-free;EN
34642;Yoghurt with quark, flavoured, luonto+, 1.2% fat, ab, 0,5 ug vit d, lactose-free;EN
34643;Yoghurt with quark, plain, arla luonto+, 1.4% fat, 0,6ug vit d, ab, lactose-free;EN
34644;Yoghurt, flavoured, luonto+, fat-free, 1 ug vitamin d, ab, lactose-free;EN
34645;Yoghurt, flavoured, fat-free, low-lactose;EN
34646;Yoghurt, flavoured, arla protein, 1% fat, lactose-free;EN
34647;Yoghurt, plain, arla protein, 1% fat, lactose-free;EN
34648;Yoghurt, flavoured, arla protein  with granola, 4% fat, lactose-free;EN
34649;Quark, flavoured, fat-free, artificially sweetened, lactose-free;EN
34650;Yoghurt, drinkable, fat-free, artificially sweetened;EN
34651;Egg, without shell, organic;EN
34652;Yoghurt, flavoured, activia light, fat-free, partially artific. sweetened, prob.;EN
34653;Yoghurt, drinkable, danup drink, 0.8% fat;EN
34654;Quark, flavoured, 4% fat;EN
34655;Quark, flavoured, fat-free, protein quark, low-lactose;EN
34656;Yoghurt, plain, 4% fat, lactose-free, probiotics;EN
34657;Yoghurt, flavoured, 2% fat, lactose-free;EN
34658;Yoghurt, flavoured, 3.5% fat, probiotics;EN
34659;Yoghurt, flavoured, 2% fat, ab, low-lactose;EN
34668;Seed blend;EN
34679;Yoghurt, flavoured, fat-free, low-lactose, 1 ug vitamin d;EN
34680;Passion fruit;EN
34688;Coconut water, unsweetened;EN
34694;Papaya, without skin;EN
34713;Macaroni, dark, whole wheat and dark wheat flour;EN
34716;Milk, 3% fat, lactose-free, no added vitamin d;EN
34738;Almond drink, unsweetened, alrpo;EN
34743;Bean, broad bean, fava bean, dry, broad bean groats;EN
34752;Cream cheese, mascarpone, 38% fat;EN
34762;Cream cheese, low-fat, 15% fat, plain, lactose-free;EN
34764;Cream cheese, low-fat, 25% fat, plain, lactose-free;EN
34765;Cream cheese, low-fat, 20% fat, plain;EN
34786;Yoghurt, drinkable, benecol aurinkoinen, 2,1% fat, plant stanols;EN
34790;Yoghurt, drinkable, benecol, 2,1% fat, plant stanols;EN
34794;Soy product, drinkable, benecol, 2.9% fat, with plant stanol;EN
34797;Salty liqourice pastille, unsweetened;EN
34802;Sweetener, hermesetas gold, saccharin, aspartame and cyclamate blend;EN
34805;Sweetener, hermesetas liquid, saccharin and cyclamate blend;EN
34831;Chocolate confection filled with chocolate;EN
34835;Lingonberryjuice, unsweetened;EN
34839;Soya drink, aplro soya vanilla, calcium, vitamins;EN
34841;Cheese, semi-hard cheese, 15% fat, low-sodium, valio polar;EN
34844;Almond drink, sweetened, alrpo;EN
34845;Coconut drink, added vitamins;EN
34846;Hazelnut drink, added vitamins;EN
34848;European sprat;EN
34862;Milk, 0% fat, valio profeel voimamaitojuoma, 1 ug added vitamin d, lactose-free;EN
34872;Nut mix, without salt, roasted;EN
34876;Oat drink without milk, oatly ikaffe, calcium, vitamins;EN
34893;Härkis, broad bean product;EN
34902;Mifu, lactose-free milk protein product;EN
34905;Rice and barley mix;EN
34907;Rice and rye mix;EN
34909;Pulled oats;EN
34914;Blended spread 60%, benecol voi & rypsi;EN
34924;Blended spread 70%, flora & voi, normally salted;EN
34927;Vegetable fat spread 39 %, lätta original;EN
34932;Blended spread 70%, creme bonjour voi & rypsiöljy, normally salted;EN
34942;Vegetable fat spread 75 %, keiju rypsi;EN
34944;Vegetable fat spread 55 %, keiju rypsi;EN
34948;Margarine 60%, keiju alentaja;EN
34964;Blended spread 75%, ingmariini, normally salted, lactose-free;EN
34966;Blended spread 72%, oivariini, normally salted, low-lactose, soft;EN
34970;Blend 40%, oivariini light, low-lactose;EN
34971;Oat, coarse-ground oat, kaurakuitunen;EN
34972;Olive, average, without stone, in brine, green;EN
34974;Soy product, alpro go on, soured, plain, fat 3.6%;EN
34975;Soy product, alpro go on, soured, flavoured, fat 2,9%;EN
34980;Cheese, polar, 20% fat;EN
34983;Whey protein concentrate;EN
34984;Chocolate milk, cold, valio play, lactose-free;EN
34985;Coffee drink, cold, coffee with milk, vitamin d, lactose-free;EN
34986;Coffee beverage, iced coffee, 1.8% fat, lactose-free;EN
34988;Mineral water with juice;EN
34989;Vitamin water, vitamin well, sweetened with fructose;EN
34990;Meal replacement, whey protein powder, 74% protein;EN
34991;Meal replacement, whey protein powder, 85% protein;EN
34992;Meal replacement, protein bar, average, c. 20% protein;EN
34996;Meal replacement, soy protein powder, c. 80% protein;EN
34997;Meal replacement, whey protein powder, c. 90% protein;EN
34998;Profeel protein drink, sugar-free, valio, 1 ug vitamin d;EN
34999;Sport beverage, recovery drink, gainomax;EN
35000;Sport beverage, protein drink, protein shake, fast;EN
35001;Butter lactose-free, low sodium;EN
35002;Sport beverage, protein drink, protein smoothie, fast;EN
35003;Meal replacement, whey protein powder, profeel, 44% protein;EN
35004;Sport beverage, protein drink, 1,6% fat;EN
35005;Snack bar, date bar with nuts, bare bar;EN
35006;Margarine 70%, fluid;EN
35007;Meal replacement, protein bar, c. 30% protein, fibre, soft bar;EN
35008;Margarine 60%, rainbow/pirkka,/x-tra, lactose free;EN
35009;Margarine 60%, pirkka, high sodium;EN
35011;Meal replacement, energy bar, vitamins, average;EN
35012;Meal replacement, protein bar, average, c. 40% protein;EN
35013;Meal replacement, whey protein powder, c. 40% protein;EN
